pizza_id,order_id,pizza_name_id,quantity,order_date,order_time,unit_price,total_price,pizza_size,pizza_category,pizza_ingredients,pizza_name
715,314,green_garden_m,1,2015-01-06,12:11:58,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
716,314,hawaiian_m,1,2015-01-06,12:11:58,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
717,314,veggie_veg_m,1,2015-01-06,12:11:58,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
718,315,classic_dlx_m,1,2015-01-06,12:17:40,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
719,316,hawaiian_s,1,2015-01-06,12:29:34,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
720,316,ital_supr_m,1,2015-01-06,12:29:34,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
721,317,cali_ckn_s,1,2015-01-06,12:31:00,12.75,12.75,S,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
722,317,classic_dlx_m,1,2015-01-06,12:31:00,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
723,317,four_cheese_l,1,2015-01-06,12:31:00,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
724,317,hawaiian_s,1,2015-01-06,12:31:00,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
725,317,pep_msh_pep_l,1,2015-01-06,12:31:00,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
726,317,prsc_argla_s,1,2015-01-06,12:31:00,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
727,317,spinach_fet_s,1,2015-01-06,12:31:00,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
728,318,ital_cpcllo_l,1,2015-01-06,12:45:14,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
729,318,mexicana_l,1,2015-01-06,12:45:14,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
730,318,soppressata_s,1,2015-01-06,12:45:14,12.5,12.5,S,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic","The Soppressata Pizza"
731,318,spicy_ital_l,1,2015-01-06,12:45:14,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
732,319,ital_supr_m,1,2015-01-06,12:46:22,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
733,320,cali_ckn_m,1,2015-01-06,12:46:40,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
734,320,ckn_pesto_l,1,2015-01-06,12:46:40,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza"
735,321,ital_supr_l,1,2015-01-06,12:56:21,20.75,20.75,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
736,322,cali_ckn_l,1,2015-01-06,13:02:13,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
737,322,ckn_pesto_l,1,2015-01-06,13:02:13,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza"
738,322,classic_dlx_s,1,2015-01-06,13:02:13,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
739,322,thai_ckn_l,1,2015-01-06,13:02:13,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
740,323,classic_dlx_m,1,2015-01-06,13:05:33,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
741,324,five_cheese_l,1,2015-01-06,13:06:44,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
742,325,classic_dlx_s,1,2015-01-06,13:07:32,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
743,325,veggie_veg_s,1,2015-01-06,13:07:32,12,12,S,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
744,326,cali_ckn_m,1,2015-01-06,13:10:13,16.75,16.75,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
745,326,spinach_supr_l,1,2015-01-06,13:10:13,20.75,20.75,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza"
746,327,classic_dlx_m,1,2015-01-06,13:10:54,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
747,328,mediterraneo_l,1,2015-01-06,13:16:35,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza"
748,329,spicy_ital_l,1,2015-01-06,13:22:44,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
749,329,spinach_supr_m,1,2015-01-06,13:22:44,16.5,16.5,M,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese","The Spinach Supreme Pizza"
750,330,big_meat_s,1,2015-01-06,13:27:11,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
751,330,ckn_alfredo_m,1,2015-01-06,13:27:11,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
752,330,classic_dlx_m,1,2015-01-06,13:27:11,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
753,330,classic_dlx_s,1,2015-01-06,13:27:11,12,12,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
754,330,five_cheese_l,1,2015-01-06,13:27:11,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
755,330,four_cheese_l,2,2015-01-06,13:27:11,17.95,35.9,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
756,330,hawaiian_l,1,2015-01-06,13:27:11,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
757,330,pep_msh_pep_l,1,2015-01-06,13:27:11,17.5,17.5,L,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza"
758,330,peppr_salami_s,1,2015-01-06,13:27:11,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
759,330,sicilian_l,1,2015-01-06,13:27:11,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
760,330,spicy_ital_l,1,2015-01-06,13:27:11,20.75,20.75,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
761,330,spicy_ital_m,1,2015-01-06,13:27:11,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
762,330,spinach_fet_l,1,2015-01-06,13:27:11,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
763,330,the_greek_m,1,2015-01-06,13:27:11,16,16,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
764,331,prsc_argla_m,1,2015-01-06,13:43:30,16.5,16.5,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
765,332,sicilian_m,1,2015-01-06,14:12:01,16.25,16.25,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
766,332,southw_ckn_l,1,2015-01-06,14:12:01,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
767,332,thai_ckn_m,1,2015-01-06,14:12:01,16.75,16.75,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
768,333,ckn_alfredo_m,1,2015-01-06,14:16:36,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
769,334,calabrese_l,1,2015-01-06,14:24:18,20.25,20.25,L,Supreme,"?duja Salami, Pancetta, Tomatoes, Red Onions, Friggitello Peppers, Garlic","The Calabrese Pizza"
770,334,pepperoni_m,1,2015-01-06,14:24:18,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
771,334,southw_ckn_m,1,2015-01-06,14:24:18,16.75,16.75,M,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
772,334,thai_ckn_l,1,2015-01-06,14:24:18,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
773,335,mediterraneo_l,1,2015-01-06,14:24:47,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza"
774,336,prsc_argla_l,1,2015-01-06,14:51:41,20.75,20.75,L,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
775,337,hawaiian_l,1,2015-01-06,15:03:12,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
776,337,pepperoni_l,1,2015-01-06,15:03:12,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
777,338,mexicana_l,1,2015-01-06,15:18:26,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
778,338,thai_ckn_l,1,2015-01-06,15:18:26,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
779,338,the_greek_xl,1,2015-01-06,15:18:26,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
780,339,spicy_ital_m,1,2015-01-06,15:25:13,16.5,16.5,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
781,340,peppr_salami_s,1,2015-01-06,15:35:32,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
782,341,bbq_ckn_m,1,2015-01-06,15:35:47,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
783,341,pepperoni_s,1,2015-01-06,15:35:47,9.75,9.75,S,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
784,342,sicilian_l,1,2015-01-06,15:44:12,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
785,342,southw_ckn_l,1,2015-01-06,15:44:12,20.75,20.75,L,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
786,343,five_cheese_l,1,2015-01-06,15:45:37,18.5,18.5,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic","The Five Cheese Pizza"
787,343,four_cheese_m,1,2015-01-06,15:45:37,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
788,344,ital_cpcllo_m,1,2015-01-06,16:01:11,16,16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
789,345,peppr_salami_s,1,2015-01-06,16:01:47,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
790,345,spinach_fet_s,1,2015-01-06,16:01:47,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
791,346,green_garden_s,1,2015-01-06,16:30:00,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
792,346,hawaiian_s,1,2015-01-06,16:30:00,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
793,346,ital_cpcllo_l,1,2015-01-06,16:30:00,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
794,346,napolitana_s,1,2015-01-06,16:30:00,12,12,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic","The Napolitana Pizza"
795,347,spinach_fet_l,1,2015-01-06,16:37:17,20.25,20.25,L,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
796,347,thai_ckn_l,1,2015-01-06,16:37:17,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
797,347,veggie_veg_m,1,2015-01-06,16:37:17,16,16,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
798,348,classic_dlx_m,1,2015-01-06,16:49:12,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
799,348,thai_ckn_l,1,2015-01-06,16:49:12,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
800,348,thai_ckn_s,1,2015-01-06,16:49:12,12.75,12.75,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
801,349,pepperoni_l,1,2015-01-06,17:25:58,15.25,15.25,L,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
802,350,classic_dlx_l,1,2015-01-06,17:37:05,20.5,20.5,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
803,350,pepperoni_m,2,2015-01-06,17:37:05,12.5,25,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
804,350,spicy_ital_s,1,2015-01-06,17:37:05,12.5,12.5,S,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic","The Spicy Italian Pizza"
805,351,big_meat_s,1,2015-01-06,17:37:29,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
806,351,hawaiian_m,1,2015-01-06,17:37:29,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
807,352,big_meat_s,1,2015-01-06,17:45:48,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
808,352,ital_cpcllo_l,1,2015-01-06,17:45:48,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
809,353,bbq_ckn_l,1,2015-01-06,17:59:48,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
810,353,cali_ckn_l,1,2015-01-06,17:59:48,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
811,353,prsc_argla_s,1,2015-01-06,17:59:48,12.5,12.5,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese","The Prosciutto and Arugula Pizza"
812,354,green_garden_s,1,2015-01-06,18:01:44,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
813,354,veggie_veg_l,1,2015-01-06,18:01:44,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
814,355,ckn_alfredo_m,1,2015-01-06,18:14:45,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
815,355,ital_supr_m,1,2015-01-06,18:14:45,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
816,356,ckn_alfredo_m,1,2015-01-06,18:16:05,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
817,357,cali_ckn_l,1,2015-01-06,18:27:58,20.75,20.75,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese","The California Chicken Pizza"
818,357,southw_ckn_s,1,2015-01-06,18:27:58,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce","The Southwest Chicken Pizza"
819,357,spinach_fet_s,1,2015-01-06,18:27:58,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
820,358,ital_supr_m,1,2015-01-06,18:30:12,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
821,359,green_garden_m,1,2015-01-06,18:33:08,16,16,M,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
822,359,thai_ckn_l,1,2015-01-06,18:33:08,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
823,360,bbq_ckn_l,1,2015-01-06,18:50:38,20.75,20.75,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
824,360,green_garden_s,1,2015-01-06,18:50:38,12,12,S,Veggie,"Spinach, Mushrooms, Tomatoes, Green Olives, Feta Cheese","The Green Garden Pizza"
825,360,hawaiian_s,1,2015-01-06,18:50:38,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
826,361,big_meat_s,2,2015-01-06,19:12:38,12,24,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
827,361,ital_cpcllo_s,1,2015-01-06,19:12:38,12,12,S,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
828,362,bbq_ckn_m,1,2015-01-06,19:13:36,16.75,16.75,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce","The Barbecue Chicken Pizza"
829,362,mexicana_l,1,2015-01-06,19:13:36,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
830,363,mediterraneo_l,1,2015-01-06,19:20:31,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza"
831,363,mexicana_l,1,2015-01-06,19:20:31,20.25,20.25,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
832,364,ital_supr_m,1,2015-01-06,19:27:24,16.5,16.5,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic","The Italian Supreme Pizza"
833,364,the_greek_xl,1,2015-01-06,19:27:24,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
834,365,four_cheese_m,1,2015-01-06,19:37:26,14.75,14.75,M,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
835,365,mediterraneo_l,1,2015-01-06,19:37:26,20.25,20.25,L,Veggie,"Spinach, Artichokes, Kalamata Olives, Sun-dried Tomatoes, Feta Cheese, Plum Tomatoes, Red Onions","The Mediterranean Pizza"
836,365,pepperoni_m,1,2015-01-06,19:37:26,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
837,366,ital_cpcllo_l,1,2015-01-06,20:04:20,20.5,20.5,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano","The Italian Capocollo Pizza"
838,367,hawaiian_l,1,2015-01-06,20:05:12,16.5,16.5,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
839,367,spinach_fet_m,1,2015-01-06,20:05:12,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
840,368,spin_pesto_m,1,2015-01-06,20:28:16,16.5,16.5,M,Veggie,"Spinach, Artichokes, Tomatoes, Sun-dried Tomatoes, Garlic, Pesto Sauce","The Spinach Pesto Pizza"
841,368,thai_ckn_l,1,2015-01-06,20:28:16,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
842,369,spinach_fet_m,1,2015-01-06,20:30:06,16,16,M,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
843,370,four_cheese_l,1,2015-01-06,21:02:30,17.95,17.95,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic","The Four Cheese Pizza"
844,370,hawaiian_s,1,2015-01-06,21:02:30,10.5,10.5,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
845,371,pepperoni_m,1,2015-01-06,21:15:20,12.5,12.5,M,Classic,"Mozzarella Cheese, Pepperoni","The Pepperoni Pizza"
846,372,spinach_fet_s,1,2015-01-06,22:26:59,12,12,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic","The Spinach and Feta Pizza"
847,373,ckn_pesto_s,1,2015-01-07,11:45:18,12.75,12.75,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce","The Chicken Pesto Pizza"
848,373,classic_dlx_m,1,2015-01-07,11:45:18,16,16,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon","The Classic Deluxe Pizza"
849,373,sicilian_l,1,2015-01-07,11:45:18,20.25,20.25,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic","The Sicilian Pizza"
850,374,big_meat_s,1,2015-01-07,11:55:59,12,12,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage","The Big Meat Pizza"
851,374,ckn_alfredo_m,1,2015-01-07,11:55:59,16.75,16.75,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce","The Chicken Alfredo Pizza"
852,374,peppr_salami_s,1,2015-01-07,11:55:59,12.5,12.5,S,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic","The Pepper Salami Pizza"
853,375,mexicana_m,1,2015-01-07,11:58:36,16,16,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic","The Mexicana Pizza"
854,376,the_greek_xl,1,2015-01-07,12:01:17,25.5,25.5,XL,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions","The Greek Pizza"
855,376,veggie_veg_l,1,2015-01-07,12:01:17,20.25,20.25,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic","The Vegetables + Vegetables Pizza"
856,377,hawaiian_m,1,2015-01-07,12:03:18,13.25,13.25,M,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese","The Hawaiian Pizza"
857,377,thai_ckn_l,1,2015-01-07,12:03:18,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
858,378,ital_veggie_s,1,2015-01-07,12:19:37,12.75,12.75,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce","The Italian Vegetables Pizza"
859,379,thai_ckn_l,1,2015-01-07,12:25:37,20.75,20.75,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce","The Thai Chicken Pizza"
